label,No,Date,Content
,2867,"""2016-11-25T10:56","""이차 사고 싶은데 댓글보니깐 절대 사면 안되겠네요.. 어떤차를 사야 할까요.."""
,2868,"""2016-11-25T10:47","""이차도 커넥팅로드가 부러지며 엔진벽에 구멍내는 부품이 사용되는건가요? 그 소비자리포트에나온 결함을가지면서도 제조사에서는 발뺌하는 쎄타2엔진 그게 들어간다는거죠? 이런 흉기를 얼굴에 철판깔고 팔거나 사는사람들은 제정신인가요?"""
,2869,"""2016-11-25T10:32","""가격 계속 올린다.... SI~BULL놈들 ㅋㅋㅋㅋ"""
,2870,"""2016-11-25T10:22","""그랜저(공감)vsK7(비공감) \n둘다 안산다느니 sm6 랑 비교질 사절"""
,2871,"""2016-11-25T09:41","""저거 주간주행등 폭스바겐 시로코 그대로 따라한것 같은 느낌인데..."""
,2872,"""2016-11-25T09:22","""시계있는 자리 주변에 뽀로로스티커 붙이면 딱 이쁘겠네"""
,2873,"""2016-11-25T09:09","""열심히 노조활동 하시더니 그랜저는 또 140~223만원 올렸구만,수입차는 가격 자꾸 내려가는데....예약 고객 많다고 봉잡은듯 좋아만 할때가 아닌것 같은데 자랑 엄청 하네요,언젠가는 우리 내수 고객이 봉이 아니라는걸 꼭 알날이 있을겁니다."""
,2874,"""2016-11-25T09:06","""아따 쓰레기 조향장치와 엔진결함이 뭐시 중하당가.편의사양 실내내장제가 좋응게 몽쿠모터스가 와따랑께.남자라믄 이유불문 몽쿠모터스가 탁월한거시제"""
,2875,"""2016-11-25T08:57","""중고구입해도 a/s기간내에 모든 서비스와 쿠폰 적용되는데 하여튼 현대 저뭐같은 꾼들은 잔대가라만 늘어서 ...."""
,2876,"""2016-11-25T08:56","""실내 촌스러서 시계하구 네비 통째로 제거 하는 공동구매도 나올듯. . . . ."""
,2877,"""2016-11-25T08:55","""세타2엔진 결함문제도 미국에서는 저자세로 리콜 및 전액보상해주고, 한국은 운행중 엔진에 구멍이 나서 불이나도 운전미숙이라고 해결은커녕 현차 부장이 자동차의 결함이라고 했다가 해고 당하고,....... 현다이 이넘들 미국은 한국보다 훨씬 싸게 팔면서 (EQ900, 3.3T 7만600달러(AWD/상시사륜구동)) 지난해 부터는 지급했던 무료오일교환쿠폰등은 중고차구입한 사람한테는 사용이 안된다고 하네. 수입차나 다른차는 중고차 구입해도 보증기간내에는 다 된다는데... 국민들이 키워준 국민차 현다이가 배때기가 불러서 국민들 알기를 우습게 알고 하는처사로 볼수밖에....  이런 내용들 모든 국민들이 알아야 하겠다고 생각하고 글 올립니다."""
,2878,"""2016-11-25T04:52","""몰라서 묻는건데\n2.4랑 3.0이랑 중량이 100Kg차이인데 엔진무게가 이렇게 나는건가요?\n아님 기본 옵션이 틀려서 옵션 무게인가요?"""
,2879,"""2016-11-25T02:34","""솔직히 다거기서거기지 외제차도 도요타만해도 캠리만해도 가격 똑같은데"""
,2880,"""2016-11-25T01:37","""차가 상당히 젊어지고 이제 포지션이 고급 중형차느낌 묵직하고  그런맛이 사라짐  한때 기함이던  모델이 어찌...디자인이야 보다보면 적응되니까 그렇다치고 이제 파워트레인 하체등등 얼마나 내구성이 좋은지 지켜볼차례"""
,2881,"""2016-11-25T01:05","""세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타2세타"""
,2882,"""2016-11-25T00:43","""직진도 안되는 현대 기아차"""
,2883,"""2016-11-25T00:17","""아무리 봐도 그랜저 시리즈중 실패작인듯...인테리어는 더더욱...ㅜㅜ 꾸겨넣은 시계위치하며...처음봤을때 시동버튼을 잘못단줄~"""
,2884,"""2016-11-25T00:17","""현기 욕먹어야하는건 대충 알것같은데 상세히게는 모르겠어요   현기가 문제되는것들 잘알려주세요 궁금!(상세하게)예 금액이면 왜 금액인지 부식 엔지 쏘바?등 상세 하게 궁금해요"""
,2885,"""2016-11-24T23:43","""네이버 댓글러들은 다들 신형이클 정돈 타고 다니시는듯....."""
,2886,"""2016-11-24T23:42","""존나비싸다..서민은 꿈도 못꿀듯..근데 많이사네..\n역시 대한민국은 중산층이 바글바글!"""
,2887,"""2016-11-24T23:11","""국산차나 외제차나 가격대 비슷하면 당연히 외제차 아니냐 생각하고 가격책정하자"""
,2888,"""2016-11-24T22:50","""그랜저 2.4 4000\nBMW 320D 4000\nBMW X1 4200\n당연히 BMW 사는 게 답 아닌가요?\n맞으면 공감. 아니면 비공감"""
,2889,"""2016-11-24T22:49","""디젤엔진 안나오냐? 진짜 R엔진 징그럽다\n디젤엔진 2.2에 터보붙여서 마력 250정도로 올리면 겁나 좋을텐데"""
,2890,"""2016-11-24T22:43","""솔직히 외관은 좋다~~"""
,2891,"""2016-11-24T22:36","""그랜져 정도 끌고다니면 어디가서 쪽은 안당혀..\n현실 파악들 좀 하자"""
,2892,"""2016-11-24T22:12","""엔진, 미션좀 바꾸지.. r엔진으로 평생 우려먹을려나보다."""
,2893,"""2016-11-24T22:10","""그랜저 시트에 로고 자수 없나요? 이런..."""
,2894,"""2016-11-24T22:03","""뭐야 난 앞 글에 사.다.리.꼴 이라고 적은건데 그게 왜 잘렸지...;;"""
,2895,"""2016-11-24T22:03","""내 눈엔 옆모습은 bmw 앞모습은 영락없는 아반떼 뒷모습은 그랜져 그대로... 심지어 앞에 뭐라 하지 그릴이라 하나요? 차 앞에 현대 로고 붙어있는? 공기 흡입하는 그걸 뭐라 하지 쨌든 거기 디자인이 아래쪽이 좁아지는 OOO꼴 형태다 보니까 되게 싸 보이는데; 실내 디자인은 센터페시아랑 시계 빼면 무난하게 괜찮은데... \n그냥 예전 그랜져가 워낙 우리나라에서 흔해서 그렇지 디자인은 훨씬 나았다고 생각하네요"""
,2896,"""2016-11-24T21:52","""도대체 국산아님 뭐사야함?선택지가없는데"""
,2897,"""2016-11-24T21:48","""뭐여...뭐 특별한게 없구만...그냥 디자인 만 좀바뀐것 뿐이지 뭐 별다른것 있어.. 이런.xxxx  그러믄 그렇기 흉기차가 어디 갈려구.. 껍대기 좀 빠꿔서 차 팔아먹게..많이 팔아 먹어라.."""
,2898,"""2016-11-24T21:48","""튜익스 패키지는 나중에 타다가 신청해도 가격이 인상되거나 그러는건 아니죠? 휠하고, 도어램프 탐나서 하려고 했는데 가격이 너무 불어나서"""
,2899,"""2016-11-24T21:46","""3.0 견적부탁드립니다  전액현금이고 당장 계약도 가능합니다 12월내 구입하고 싶습니다 좋은 프로모션과 견적 부탁드려요  flexxible@naver.com"""
,2900,"""2016-11-24T21:26","""그렌저6냐? 르노현대냐?"""
,2901,"""2016-11-24T21:20","""우아! 그랜져 새롭게 나왔다! 진짜 멋지게 생겼다...굿!"""
,2902,"""2016-11-24T20:50","""아버지차로 안전성과 디자인의 두마리 토끼를 다잡은 그랜저를 사드렸습니다.  아버지 잘타세요."""
,2903,"""2016-11-24T20:40","""2016년 형과 껍데기 하고 8단변속기 말고 달라진게 뭐가 있냐?  연비가 더 좋아 졌냐?  아니면 공차 무게가 감소 했냐?..  가장 기본적인  기술적은 발전이 전혀 없고 껍데기만 바꿔 올뉴라고 그러지...."""
,2904,"""2016-11-24T20:23","""돈 많고 목숨 두개면 안 봐도 되지만....안 그럼 봐라.  https://www.youtube.com/watch?v=LifBPu20-MU&amp;feature=youtu.be"""
,2905,"""2016-11-24T19:53","""이 차도 직진 못하고 엔진 구멍나겠죠?"""
,2906,"""2016-11-24T19:51","""오늘 매장에 실물 보고 왔는데. 디자인 하나는 진짜 잘 뽑는구나 느꼈다. 실물이 이쁘긴 이쁘더라. 딱하나. \n실내에서 네비 부분은 왜 굳이 저렇게 햇을까 싶을 정도로 어색함. 시계의 문제가 아니라 네비 부분 전체가 다 어색한듯. \n사전계약 2만대니깐. 뭐. 할말은 없다만. 신차 바로 사는 용기가 대단한듯."""
,2907,"""2016-11-24T18:43","""뒷모습을 보면 닷지 차저가 생각나네........"""
,2908,"""2016-11-24T18:25","""신형 그랜저 헤드라이트가 벤츠랑 비슷하네??"""
,2909,"""2016-11-24T18:05","""오늘 아이지 6대인가 8대 업어나르는 차봤는데 사진으로보다 실물보니 리어 나쁘진않더라 괜찮더라 저도 첨엔 사진보고 졸같다고했던 사람중에 한명"""
,2910,"""2016-11-24T17:57","""그랜져 일년을 기다려 계약 했습니다. 정말 기대 되네요 ㅎㅎㅎ"""
,2911,"""2016-11-24T17:24","""주말에 그랜저 HG 13년식 LPG 엔카에 보러가는데 현대 세타엔진 결함때문에 \n망설여지네요 진실은??? 당연 신형그랜저는  너무 큰모험일것같구 ㅡㅡ 부담도 되고요 \n그런데 솔직이 현기차말고 살수있는게 없어서 ㅡㅡ  그게 아픈현실이네요.,."""
,2912,"""2016-11-24T17:15","""역대급이네요. 이제 국민차는 소나타가 아니죠. 그랜저 국민차 등극"""
,2913,"""2016-11-24T17:13","""시계 멋있네요. 벤츠같아보임니다."""
,2914,"""2016-11-24T17:06","""여기 네비가 어쩌구 시계가 어쩌구 하시는 분들\r\n현대차 매장가서 직접 보시고 그런 소리 하시는 건가 ㅎㅎㅎ\r\n직접 보지 못했으면 그냥 조용하시길 ㅋ"""
,2915,"""2016-11-24T16:56","""직진은 좀 되나??"""
,2916,"""2016-11-24T16:45","""안타깝다...그냥.."""
,2917,"""2016-11-24T16:30","""2017 그랜저를 사고 싶다. 지금은 뚜벅이에 불과하지만 언젠가는 그랜저를 꼭 사고 말테다. 노가다 판을 전전하며 모은 공구들로 네비게이션 옆에 위치한 아날로그 시계를 분리해 꺼내고 싶다. 시계에 가죽 밴드를 연결하여 아버지 손목에 매어 드리고 싶다. 불효자 드디어 효도합니다 큰절 한 번 올리고 그길로 폐차장으로 직행해야지. 주행거리 100km가 채 안되는 차를 단숨에 폐차할 것이다. 눈이 휘둥그레진 폐차장 직원이 폐차의 연유를 묻는다면, 서산을 물들이는 노을을 한참을 바라보다 무심한 표정으로 대답하고 싶다. \""그것은 정말 훌륭한 시계 포장 상자였습니다.\"" 2017 그랜저를 사고 싶다."""
,2918,"""2016-11-24T16:30","""기대되네요 ^^"""
,2919,"""2016-11-24T16:25","""540i vs 그랜져3.0"""
,2920,"""2016-11-24T16:24","""자고로 그랜저타는 남자는 부와 성공을 거머줜상징이지ㅎㅎ 그랜저타면 알아주고인정받고 여자들도 우러러보지 ㅎㅎ"""
,2921,"""2016-11-24T16:15","""아니자꾸 말리부랑 그랜저 비교좀하지마라 ㅋㅋ 그랜저가 아무리 못나게나왔어도 말리부랑 비교당할급이냐 .."""
,2922,"""2016-11-24T16:02","""주댕이 부분은 자꾸 볼보가 생각이 나고 눈깔은 BMW 엔젤아이를 그대로 가져다 쓰고...."""
,2923,"""2016-11-24T15:57","""가격대가 말리부 vs 그랜져네 ㅋㅋ 근데 말리부가 모든면에서 압승이네~"""
,2924,"""2016-11-24T15:32","""견적문의드립니다 그랜저 ig 3.0 익스클루시브 스페셜 //인테리어 컬렌션을 제외한 풀옵!!실가격 견적문의드립니다(취등록세포함)~~~^^ cjswpqkqdl@naver.com"""
,2925,"""2016-11-24T15:32","""견적문의드립니다 그랜저 ig 3.0 익스클루시브 스페셜 //인테리어 컬렌션을 제외한 풀옵!!실가격 견적문의드립니다(취등록세포함)~~~^^ cjswpqkqdl@naver.com"""
,2926,"""2016-11-24T15:03","""익스테리어는 HG처음나왔었을 때의 신선한 충격은 어디가고 짱개차가 되어가고있고 실내는 이제 그냥 대놓고 베끼기로했네 ㅋ 먼일있냠"""
,2927,"""2016-11-24T14:45","""실내 디자인 망작  외부 현대마크 부담스럽구 \r\n엔진 세타엔진  세타 세타 엔진 수입부품 너어도 답안나옴"""
,2928,"""2016-11-24T14:43","""ㅈㄴ c타입 mdps쳐넣고 되도 않은 핑계대는거 보면 흉기는 아직 정신 못차렸다. 그랜저가 세단이라 c-mdps가 적합? 그럼 왜 제네시스에는 r-mdps들어가는데?"""
,2929,"""2016-11-24T14:21","""뭘 그리도 기존 대비 대폭 강화했다고 하는지... 그럼 기존 모델은 정말 꽝이었나.."""
,2930,"""2016-11-24T14:13","""차 까는분들 중에 차 몰아봤다는거 인증좀요 ㅋㅋ 아직 계약기간 인대 졸신기네 나오고좀 까라 도로에 나오지도 않은차를 몰아봤다노 ㅋㅋㅋ 뚜벅이 ㅇㅈ 하냐 ㅋㅋㅋ 과연 이 수많은 댓글러 까는사람들 중에 과연 몇사람이나 살수 있을런지 또는 죽기전에는 그랜저급 구입이나 할란지 ㅋㅋㅋㅋ"""
,2931,"""2016-11-24T13:56","""디자인 진짜 현대마크 너무크고 앞모습은 거의 쏘나타랑 구분못할정도 .."""
,2932,"""2016-11-24T13:55","""프론트 암만봐도.. 소나타 만들라고 사다논 프레임, 그릴들 안팔려서 재활용한것 같은 느낌드는건 나뿐인가?"""
,2933,"""2016-11-24T13:33","""이렇게 네이버성님들이까도 판매량 역대급 찍을듯 ㅎㅎ"""
,2934,"""2016-11-24T13:33","""돈 없는 서민 직장인들이나 타는 차^^ 전 28세, 부모님 모두 교수ㅋ 제 차는 5시리즈 M550d 주력 일상 생활차고 이번에 M2 계약함ㅋㅋㅋㅋㅋ 거지들이나 그랜져타죠"""
,2935,"""2016-11-24T13:14","""프리미엄 준중형 c-mdps.철저하게 110키로 까지만 고려된 차."""
,2936,"""2016-11-24T13:12","""세타엔진 문제에대한 현대의 대처를보고 느낀건대 정말 대통령도 그렇고 정부도 그렇고 이나라 국민은 봉입니까?  이제 아무리 좋은차가 나와도 정말 소비자를 우롱하는 현대를 더이상 믿지 못하겠습니다. 촛불들어야 겠내 정말"""
,2937,"""2016-11-24T13:11","""왠 yf 소나타 기반?  이거 사실이죠?  ㅋㅋㅋ k7은 그래도 lf기반이라던데... 어 휴..."""
,2938,"""2016-11-24T12:29","""나? 그랜저타는 남자야ㅎㅎ"""
,2939,"""2016-11-24T12:24","""실외 실내 디자인 잘뽑아서 아 이쁘다했는데 계기판은 왜저래????????????????\n싼마이임????계기판디자인 바꿔라"""
,2940,"""2016-11-24T12:20","""100억대 자산가인대 외제차는 너무비싸고 그랜져가 적당하고 딱좋아보이네..."""
,2941,"""2016-11-24T12:20","""또 옵션에 장난질 쳐놨네... \""어라운드뷰 모니터 + 스마트 전동식 트렁크 = 1,200,000\""....  얘네들 둘이 먼 관계가 있길래 묶어놓으셨남?"""
,2942,"""2016-11-24T12:16","""솔직히 가성비로 보나 뭐로보나\n그렌져만한차가 없다. 괜히 한국명품 중형세단이 아님. 5시리즈 e클래스 보다 못한게 뭐가있음?\n브랜드 이름값빼면 꿀릴거없다 가격도 훨씬싸고..\n그렌져가 우리나라 대표하는 최고 중형세단인건\n진리다."""
,2943,"""2016-11-24T12:12","""현기가 기술면이나 운영면에서 많이 떨어지는건 사실이지만\n그래도 현기가 수입차의 가격수준은 많이 따라 왔습니다.\n이건 정말 놀랄만한 발전 아니겠습니까"""
,2944,"""2016-11-24T11:53","""몽구모터스 타는 새끼들은 르쌍쉐가 몽구모터스 보다 주행성 안정성 낫다고 평가뜨면 \""스포츠카도 아니고 그게 뭐 그리 중요하냐\""라고 난리치다가 몽구모터스가 좋은평가 받으면 또 처좋다고 개난리침 ㅋㅋㅋㅋㅋ애초에 편의사양 실내디자인 내장제 좋다고 산 새끼들이 그지같은 핸들링 맛에 길들여져서 개소리는 잘도 지껄임 ㅋㅋ"""
,2945,"""2016-11-24T11:02","""견적문의드립니다  그랜저 ig 3.0 익스클루시브 스페셜 //인테리어 컬렌션을 제외한 풀옵!!\n\n실가격 견적문의드립니다(취등록세포함)~~~^^  cjswpqkqdl@naver.com"""
